Raw Material Name,Supplier,Location,Price Per Unit (LKR),Delivery Options,Quality Rating,Contact Number
Pomegranate,Ceylon Fruit Suppliers,Batticaloa,209.48,Delivery,A,+94787400454
Ambarella,Kandyan Fruits Ltd.,Jaffna,265.92,Pickup,A,+94707821485
Ambarella,Coconut Grove Farms,Galle,459.71,Courier,C,+94790210089
Ambarella,Jaffna Agro Products,Trincomalee,344.0,Delivery,A,+94757630662
Woodapple,Spice Garden Exports,Kandy,126.52,Delivery,A,+94736674187
Woodapple,Harvest Moon,Puttalam,134.16,Delivery,C,+94709164796
Woodapple,Jaffna Agro Products,Trincomalee,393.99,Delivery,C,+94710285566
Beli,Exotic Fruits Lanka,Batticaloa,309.19,Pickup,B,+94768881627
Beli,Coconut Grove Farms,Jaffna,433.29,Courier,A,+94768930764
Strawberry,Fresh Picks,Kandy,414.74,Pickup,B,+94713678844
Jackfruit,Kandyan Fruits Ltd.,Matara,468.72,Delivery,A,+94700185288
Soursop,Golden Mango Traders,Anuradhapura,288.68,Pickup,B,+94736162608
Soursop,Exotic Fruits Lanka,Anuradhapura,353.56,Pickup,C,+94707716094
Soursop,Island Fresh Produce,Jaffna,179.98,Pickup,C,+94796073701
Custard Apple,Exotic Fruits Lanka,Trincomalee,488.38,Delivery,C,+94789991063
Custard Apple,Green Valley Orchards,Batticaloa,480.88,Courier,A,+94797274802
Plum,Kandyan Fruits Ltd.,Matara,297.6,Pickup,A,+94772074848
Plum,Royal Fruit Exports,Galle,199.42,Delivery,B,+94739913771
Grapes,Royal Fruit Exports,Anuradhapura,393.38,Pickup,C,+94754947998
Grapes,Farm Direct,Galle,341.86,Delivery,A,+94774447621
Grapes,Hill Country Harvest,Kurunegala,168.36,Delivery,A,+94713583535
Custard Apple,Sunripe Fruits,Kandy,93.23,Pickup,A,+94758449134
Custard Apple,Exotic Fruits Lanka,Badulla,428.35,Delivery,A,+94780627107
Custard Apple,Island Fresh Produce,Matara,295.05,Courier,B,+94708904378
Plum,Jaffna Agro Products,Negombo,488.34,Courier,B,+94751430862
Plum,Exotic Fruits Lanka,Kandy,328.02,Delivery,B,+94747940189
Plum,Royal Fruit Exports,Galle,222.64,Delivery,C,+94787383379
Woodapple,Green Valley Orchards,Jaffna,177.33,Delivery,B,+94735976017
Pear,Tropical Harvest Co.,Colombo,111.25,Courier,C,+94787921799
Pear,Sunripe Fruits,Colombo,188.67,Pickup,C,+94713019244
Pear,Southern Fruits & Veggies,Kurunegala,276.74,Pickup,B,+94724447114
Strawberry,Sunripe Fruits,Batticaloa,120.97,Courier,C,+94793723876
Strawberry,Royal Fruit Exports,Puttalam,60.33,Pickup,A,+94743001622
Strawberry,Exotic Fruits Lanka,Badulla,391.51,Courier,C,+94794797261
Pear,Farm Direct,Kandy,253.76,Delivery,A,+94714932439
Mango,Green Valley Orchards,Matara,82.67,Delivery,B,+94731318567
Mango,Ceylon Fruit Suppliers,Anuradhapura,57.65,Courier,B,+94743736677
Woodapple,Kandyan Fruits Ltd.,Jaffna,482.1,Delivery,B,+94799372822
Woodapple,Harvest Moon,Galle,435.62,Pickup,B,+94772748109
Woodapple,Golden Mango Traders,Anuradhapura,357.68,Pickup,C,+94711382378
Papaya,Farm Direct,Kurunegala,118.02,Pickup,C,+94749820459
Papaya,Spice Garden Exports,Matara,78.67,Delivery,A,+94709293632
Papaya,Sunripe Fruits,Negombo,192.82,Courier,B,+94737822737
Custard Apple,Jaffna Agro Products,Puttalam,141.58,Courier,C,+94728491566
Custard Apple,Sunripe Fruits,Puttalam,184.03,Pickup,A,+94714169401
Custard Apple,Farm Direct,Badulla,146.33,Pickup,A,+94724408192
Blueberry,Eastern Produce Co.,Trincomalee,198.53,Pickup,C,+94783990013
Ambarella,Royal Fruit Exports,Badulla,430.87,Delivery,A,+94783576853
Ambarella,Exotic Fruits Lanka,Kandy,121.72,Pickup,C,+94786630976
Ambarella,Organic Lanka,Negombo,340.59,Delivery,B,+94780626636
Banana,Harvest Moon,Kandy,460.22,Pickup,C,+94714802623
Coconut,Southern Fruits & Veggies,Anuradhapura,457.17,Pickup,A,+94784318157
Coconut,Harvest Moon,Puttalam,385.18,Pickup,A,+94711872479
Coconut,Hill Country Harvest,Jaffna,239.77,Courier,B,+94717439637
Woodapple,Harvest Moon,Matara,107.13,Courier,A,+94771791430
Woodapple,Organic Lanka,Ratnapura,262.97,Delivery,A,+94757755103
Woodapple,Island Fresh Produce,Negombo,209.86,Courier,A,+94764331954
Coconut,Royal Fruit Exports,Ratnapura,443.64,Pickup,B,+94750173479
Coconut,Coconut Grove Farms,Galle,338.31,Pickup,C,+94752497435
Banana,Jaffna Agro Products,Puttalam,88.0,Pickup,A,+94739515879
Banana,Southern Fruits & Veggies,Kandy,309.14,Delivery,C,+94709472703
Banana,Golden Mango Traders,Negombo,398.85,Courier,B,+94781894868
Strawberry,Ceylon Fruit Suppliers,Negombo,129.54,Delivery,A,+94715107655
Woodapple,Fresh Picks,Anuradhapura,160.02,Pickup,A,+94749032435
Woodapple,Coconut Grove Farms,Negombo,57.33,Delivery,C,+94778284493
Banana,Kandyan Fruits Ltd.,Batticaloa,411.88,Delivery,C,+94704038845
Banana,Nature's Bounty,Negombo,167.25,Courier,B,+94705121841
Banana,Harvest Moon,Trincomalee,297.13,Courier,C,+94713185525
Banana,Jaffna Agro Products,Puttalam,242.81,Courier,C,+94783117561
Banana,Organic Lanka,Galle,104.95,Delivery,A,+94714955356
Banana,Green Valley Orchards,Anuradhapura,377.67,Pickup,A,+94751123534
Beli,Island Fresh Produce,Negombo,283.92,Pickup,C,+94780033947
Beli,Farm Direct,Negombo,497.49,Pickup,A,+94748140218
Papaya,Eastern Produce Co.,Badulla,494.0,Pickup,A,+94787596908
Custard Apple,Nature's Bounty,Jaffna,447.83,Courier,A,+94779932031
Custard Apple,Kandyan Fruits Ltd.,Colombo,440.13,Delivery,A,+94715433041
Avocado,Green Valley Orchards,Negombo,287.28,Courier,C,+94749473581
Jackfruit,Fresh Picks,Badulla,147.07,Delivery,B,+94786986955
Grapes,Island Fresh Produce,Matara,437.73,Pickup,B,+94783903213
Ambarella,Ceylon Fruit Suppliers,Jaffna,392.97,Courier,A,+94751366186
Ambarella,Golden Mango Traders,Matara,429.03,Delivery,C,+94794141921
Ambarella,Royal Fruit Exports,Ratnapura,455.17,Pickup,A,+94722979840
Ambarella,Spice Garden Exports,Badulla,115.11,Pickup,C,+94799166588
Ambarella,Eastern Produce Co.,Trincomalee,80.83,Courier,A,+94726496593
Ambarella,Kandyan Fruits Ltd.,Ratnapura,155.56,Delivery,A,+94709599519
Peach,Nature's Bounty,Matara,393.05,Courier,C,+94751933121
Kiwi,Golden Mango Traders,Batticaloa,127.55,Delivery,A,+94707681604
Kiwi,Harvest Moon,Trincomalee,327.83,Pickup,C,+94730612084
Kiwi,Farm Direct,Jaffna,297.56,Pickup,C,+94747204624
Lemon,Southern Fruits & Veggies,Batticaloa,204.09,Courier,C,+94770656486
Avocado,Jaffna Agro Products,Matara,212.37,Courier,C,+94711060832
Guava,Nature's Bounty,Kurunegala,385.95,Courier,B,+94701477918
Pear,Fresh Picks,Kurunegala,128.54,Courier,B,+94750420527
Kiwi,Nature's Bounty,Badulla,66.72,Pickup,C,+94735340601
Kiwi,Jaffna Agro Products,Puttalam,487.09,Pickup,A,+94752082772
Soursop,Royal Fruit Exports,Matara,184.94,Delivery,A,+94708637725
Soursop,Fresh Picks,Puttalam,365.63,Delivery,B,+94787411916
Soursop,Eastern Produce Co.,Batticaloa,90.46,Pickup,C,+94741402527
Jackfruit,Southern Fruits & Veggies,Ratnapura,238.82,Courier,C,+94748336823
Jackfruit,Island Fresh Produce,Colombo,273.57,Courier,B,+94717034768
Jackfruit,Eastern Produce Co.,Trincomalee,331.16,Pickup,C,+94743839644
Grapes,Sunripe Fruits,Ratnapura,349.43,Courier,A,+94728677180
Grapes,Island Fresh Produce,Negombo,234.64,Courier,A,+94750890245
Grapes,Nature's Bounty,Badulla,114.7,Pickup,A,+94704809369
Guava,Spice Garden Exports,Matara,247.46,Courier,A,+94759151379
Guava,Royal Fruit Exports,Jaffna,163.82,Pickup,A,+94735411719
Lemon,Nature's Bounty,Trincomalee,458.72,Courier,A,+94725877970
Mango,Kandyan Fruits Ltd.,Anuradhapura,84.67,Pickup,A,+94785567341
Mango,Island Fresh Produce,Galle,99.38,Courier,A,+94728884725
Woodapple,Nature's Bounty,Badulla,79.74,Delivery,B,+94788469733
Custard Apple,Royal Fruit Exports,Batticaloa,183.83,Pickup,A,+94791916908
Custard Apple,Spice Garden Exports,Matara,297.51,Delivery,B,+94716866531
Lemon,Ceylon Fruit Suppliers,Colombo,177.72,Delivery,C,+94739013136
Lychee,Farm Direct,Puttalam,484.42,Courier,B,+94738535917
Papaya,Hill Country Harvest,Colombo,438.95,Pickup,C,+94744304842
Cherry,Hill Country Harvest,Puttalam,164.63,Pickup,C,+94753354170
Cherry,Sunripe Fruits,Galle,296.69,Pickup,A,+94738762783
Avocado,Sunripe Fruits,Badulla,200.06,Courier,C,+94700716501
Blueberry,Exotic Fruits Lanka,Colombo,338.49,Courier,C,+94758004444
Blueberry,Jaffna Agro Products,Colombo,487.88,Pickup,C,+94768871194
Ambarella,Harvest Moon,Ratnapura,490.4,Courier,C,+94728710347
Ambarella,Tropical Harvest Co.,Kurunegala,153.0,Delivery,C,+94719617596
Rambutan,Fresh Picks,Galle,154.75,Pickup,C,+94744374278
Rambutan,Harvest Moon,Batticaloa,430.46,Courier,A,+94725043519
Rambutan,Nature's Bounty,Kandy,147.44,Delivery,C,+94712893166
Papaya,Spice Garden Exports,Colombo,79.24,Courier,C,+94761703618
Papaya,Nature's Bounty,Trincomalee,53.66,Courier,C,+94791975760
Papaya,Jaffna Agro Products,Negombo,93.62,Delivery,B,+94702300759
Watermelon,Jaffna Agro Products,Puttalam,103.91,Delivery,B,+94769146847
Watermelon,Fresh Picks,Badulla,57.39,Courier,B,+94790601665
Plum,Organic Lanka,Badulla,102.69,Delivery,B,+94748068126
Plum,Royal Fruit Exports,Anuradhapura,269.46,Pickup,C,+94749894629
Orange,Farm Direct,Badulla,212.16,Pickup,C,+94754922956
Orange,Ceylon Fruit Suppliers,Matara,331.37,Courier,A,+94741837305
Orange,Fresh Picks,Matara,334.95,Pickup,B,+94719954709
Watermelon,Exotic Fruits Lanka,Badulla,184.08,Delivery,B,+94794996318
Watermelon,Island Fresh Produce,Matara,299.27,Pickup,C,+94742312331
Watermelon,Farm Direct,Kandy,107.18,Pickup,B,+94796992837
Papaya,Tropical Harvest Co.,Batticaloa,268.9,Pickup,C,+94779474272
Papaya,Southern Fruits & Veggies,Trincomalee,89.18,Delivery,A,+94715614957
Cherry,Jaffna Agro Products,Negombo,110.92,Courier,C,+94767064973
Coconut,Jaffna Agro Products,Badulla,132.37,Pickup,A,+94705876193
Banana,Hill Country Harvest,Batticaloa,486.46,Delivery,B,+94735246993
Banana,Exotic Fruits Lanka,Colombo,218.51,Pickup,A,+94785131206
Avocado,Hill Country Harvest,Anuradhapura,209.16,Courier,B,+94722497478
Avocado,Spice Garden Exports,Kandy,422.3,Courier,B,+94751493473
Avocado,Jaffna Agro Products,Kurunegala,418.89,Delivery,A,+94780762101
Cherry,Green Valley Orchards,Colombo,264.47,Delivery,A,+94775580634
Coconut,Southern Fruits & Veggies,Anuradhapura,265.73,Courier,B,+94773669185
Coconut,Coconut Grove Farms,Kandy,274.63,Courier,B,+94769392634
Coconut,Ceylon Fruit Suppliers,Batticaloa,235.15,Courier,B,+94754518724
Coconut,Hill Country Harvest,Jaffna,499.68,Courier,A,+94792306718
Beli,Nature's Bounty,Galle,220.56,Pickup,B,+94722119057
Beli,Island Fresh Produce,Colombo,462.24,Courier,C,+94701401527
Beli,Jaffna Agro Products,Trincomalee,459.06,Delivery,B,+94704558842
Grapes,Harvest Moon,Batticaloa,409.4,Pickup,C,+94721223824
Grapes,Southern Fruits & Veggies,Badulla,242.93,Delivery,C,+94701872130
Grapes,Fresh Picks,Trincomalee,485.54,Delivery,B,+94785486170
Kiwi,Fresh Picks,Anuradhapura,136.45,Delivery,C,+94741446125
Pomegranate,Harvest Moon,Kurunegala,175.79,Delivery,C,+94761437079
Grapes,Nature's Bounty,Ratnapura,276.2,Delivery,C,+94797023028
Grapes,Golden Mango Traders,Jaffna,363.11,Pickup,B,+94780727758
Grapes,Tropical Harvest Co.,Colombo,283.79,Pickup,A,+94784545464
Coconut,Green Valley Orchards,Batticaloa,340.36,Courier,B,+94704498307
Banana,Southern Fruits & Veggies,Negombo,110.36,Courier,A,+94788236528
Banana,Hill Country Harvest,Ratnapura,273.33,Delivery,B,+94717846993
Banana,Nature's Bounty,Negombo,139.93,Delivery,C,+94702400532
Mango,Nature's Bounty,Colombo,103.03,Courier,A,+94735530509
Mango,Harvest Moon,Batticaloa,246.11,Pickup,B,+94725375454
Banana,Hill Country Harvest,Kandy,205.86,Delivery,B,+94797372573
Banana,Nature's Bounty,Anuradhapura,475.04,Pickup,C,+94734482973
Pomegranate,Spice Garden Exports,Negombo,82.52,Courier,B,+94798625448
Guava,Exotic Fruits Lanka,Puttalam,312.72,Courier,A,+94706899110
Guava,Nature's Bounty,Kandy,96.85,Delivery,C,+94718154650
Guava,Golden Mango Traders,Kurunegala,136.46,Delivery,B,+94796292041
Guava,Exotic Fruits Lanka,Trincomalee,412.5,Courier,B,+94758528907
Watermelon,Farm Direct,Badulla,81.27,Courier,B,+94797702802
Coconut,Spice Garden Exports,Negombo,482.35,Delivery,C,+94710071265
Plum,Fresh Picks,Badulla,429.88,Pickup,C,+94759005543
Plum,Organic Lanka,Matara,130.97,Pickup,B,+94767446534
Papaya,Green Valley Orchards,Matara,460.32,Pickup,C,+94776763988
Papaya,Farm Direct,Kandy,202.28,Delivery,A,+94761321996
Papaya,Harvest Moon,Kurunegala,353.93,Delivery,C,+94721041458
Rambutan,Organic Lanka,Galle,202.16,Pickup,A,+94751973568
Rambutan,Exotic Fruits Lanka,Negombo,257.6,Delivery,B,+94735559283
Mango,Fresh Picks,Kurunegala,310.06,Pickup,B,+94781702730
Mango,Green Valley Orchards,Badulla,236.0,Pickup,C,+94742765985
Mango,Sunripe Fruits,Kandy,344.51,Pickup,C,+94755985851
Durian,Spice Garden Exports,Negombo,385.36,Delivery,C,+94778427103
Durian,Kandyan Fruits Ltd.,Negombo,397.73,Courier,A,+94735208541
Papaya,Harvest Moon,Trincomalee,109.76,Pickup,C,+94707915544
Apple,Eastern Produce Co.,Matara,424.71,Courier,C,+94736281133
Apple,Kandyan Fruits Ltd.,Colombo,118.29,Courier,A,+94774230905
Apple,Golden Mango Traders,Puttalam,180.03,Courier,C,+94714751782
Papaya,Tropical Harvest Co.,Kurunegala,487.24,Delivery,C,+94796043390
Papaya,Farm Direct,Anuradhapura,248.05,Pickup,C,+94765760400
Papaya,Exotic Fruits Lanka,Kurunegala,346.65,Delivery,B,+94787853538
Lemon,Fresh Picks,Negombo,452.36,Pickup,A,+94729285067
Lemon,Harvest Moon,Batticaloa,386.09,Courier,B,+94733184828
Strawberry,Ceylon Fruit Suppliers,Colombo,462.43,Pickup,C,+94702499071
Strawberry,Golden Mango Traders,Negombo,398.37,Courier,C,+94713605007
Strawberry,Sunripe Fruits,Jaffna,489.85,Delivery,B,+94740899471
Grapes,Farm Direct,Galle,208.16,Pickup,A,+94787931120
Grapes,Ceylon Fruit Suppliers,Kurunegala,121.38,Courier,C,+94759495955
Grapes,Coconut Grove Farms,Jaffna,305.3,Pickup,C,+94745781042
Ambarella,Ceylon Fruit Suppliers,Matara,168.62,Delivery,A,+94788613057
Ambarella,Harvest Moon,Kandy,352.3,Courier,C,+94705053700
Ambarella,Sunripe Fruits,Ratnapura,83.34,Courier,C,+94724636735
Woodapple,Tropical Harvest Co.,Batticaloa,262.94,Delivery,A,+94710235726
Cherry,Ceylon Fruit Suppliers,Negombo,412.56,Delivery,C,+94778949848
Cherry,Golden Mango Traders,Anuradhapura,122.99,Delivery,B,+94797918360
Cherry,Tropical Harvest Co.,Negombo,227.02,Courier,A,+94720518198
Avocado,Eastern Produce Co.,Ratnapura,311.73,Pickup,B,+94770497962
Avocado,Harvest Moon,Batticaloa,382.09,Courier,C,+94786372441
Durian,Green Valley Orchards,Batticaloa,490.67,Courier,A,+94760049514
Avocado,Eastern Produce Co.,Badulla,272.07,Pickup,A,+94749249913
Avocado,Spice Garden Exports,Trincomalee,306.22,Delivery,C,+94766506225
Pear,Coconut Grove Farms,Ratnapura,330.28,Pickup,A,+94760211982
Pomegranate,Hill Country Harvest,Jaffna,109.31,Delivery,B,+94763655850
Pomegranate,Jaffna Agro Products,Batticaloa,352.85,Pickup,A,+94781608267
Pomegranate,Sunripe Fruits,Batticaloa,218.86,Courier,B,+94735083346
Rambutan,Farm Direct,Galle,134.91,Pickup,A,+94720447721
Rambutan,Spice Garden Exports,Kandy,142.66,Delivery,C,+94777808752
Grapes,Spice Garden Exports,Jaffna,386.86,Pickup,A,+94789817021
Grapes,Golden Mango Traders,Anuradhapura,86.87,Courier,C,+94752622086
Papaya,Farm Direct,Jaffna,499.74,Delivery,B,+94766041921
Papaya,Organic Lanka,Jaffna,152.91,Delivery,C,+94752428070
Papaya,Ceylon Fruit Suppliers,Colombo,499.46,Courier,B,+94793446200
Custard Apple,Tropical Harvest Co.,Batticaloa,50.85,Delivery,C,+94759569555
Papaya,Exotic Fruits Lanka,Puttalam,116.58,Pickup,B,+94765121300
Mangosteen,Coconut Grove Farms,Badulla,111.06,Delivery,A,+94744832329
Soursop,Spice Garden Exports,Trincomalee,289.19,Delivery,A,+94741638349
Custard Apple,Tropical Harvest Co.,Jaffna,56.44,Delivery,B,+94786472108
Custard Apple,Coconut Grove Farms,Colombo,459.22,Courier,C,+94728175982
Custard Apple,Farm Direct,Kurunegala,328.9,Pickup,A,+94757275013
Durian,Nature's Bounty,Anuradhapura,231.61,Delivery,A,+94727496500
Durian,Green Valley Orchards,Colombo,469.19,Delivery,C,+94700678321
Durian,Ceylon Fruit Suppliers,Trincomalee,365.28,Pickup,C,+94700689356
Woodapple,Kandyan Fruits Ltd.,Kurunegala,108.44,Courier,C,+94709305944
Woodapple,Golden Mango Traders,Ratnapura,465.31,Pickup,A,+94730040649
Woodapple,Nature's Bounty,Anuradhapura,228.48,Pickup,A,+94730584724
Ambarella,Kandyan Fruits Ltd.,Ratnapura,86.6,Pickup,B,+94757977164
Ambarella,Organic Lanka,Anuradhapura,407.04,Delivery,A,+94742710736
Lemon,Island Fresh Produce,Matara,311.32,Courier,A,+94795156266
Lemon,Fresh Picks,Jaffna,498.73,Pickup,C,+94786258716
Watermelon,Ceylon Fruit Suppliers,Anuradhapura,387.28,Delivery,B,+94710021414
Durian,Exotic Fruits Lanka,Batticaloa,52.28,Pickup,C,+94775296299
Jackfruit,Hill Country Harvest,Badulla,130.19,Pickup,A,+94707841141
Jackfruit,Island Fresh Produce,Negombo,495.79,Delivery,A,+94706368644
Blueberry,Organic Lanka,Ratnapura,453.95,Delivery,B,+94762364335
Custard Apple,Kandyan Fruits Ltd.,Matara,434.69,Delivery,B,+94794438263
Custard Apple,Organic Lanka,Jaffna,72.99,Delivery,A,+94736640605
Custard Apple,Fresh Picks,Negombo,79.83,Delivery,B,+94734518632
Avocado,Organic Lanka,Puttalam,392.2,Delivery,B,+94780734202
Avocado,Island Fresh Produce,Anuradhapura,475.8,Delivery,A,+94763290603
Peach,Royal Fruit Exports,Negombo,497.41,Delivery,B,+94706826533
Peach,Exotic Fruits Lanka,Puttalam,469.1,Courier,B,+94774206220
Strawberry,Farm Direct,Kandy,374.61,Pickup,C,+94765650943
Strawberry,Eastern Produce Co.,Kurunegala,145.37,Courier,C,+94707301607
Lemon,Eastern Produce Co.,Kurunegala,205.73,Delivery,A,+94720781658
Pear,Hill Country Harvest,Trincomalee,361.07,Courier,A,+94764542395
Pear,Hill Country Harvest,Colombo,362.32,Pickup,A,+94726517948
Woodapple,Ceylon Fruit Suppliers,Ratnapura,325.14,Delivery,B,+94721816479
Woodapple,Eastern Produce Co.,Negombo,186.32,Pickup,C,+94735757298
Woodapple,Royal Fruit Exports,Kurunegala,191.9,Delivery,A,+94765168632
Pear,Sunripe Fruits,Anuradhapura,97.83,Pickup,A,+94761174509
Ambarella,Coconut Grove Farms,Matara,377.71,Delivery,A,+94734410767
Ambarella,Farm Direct,Negombo,455.56,Pickup,C,+94790675153
Ambarella,Fresh Picks,Puttalam,418.43,Pickup,A,+94727460546
Watermelon,Sunripe Fruits,Trincomalee,107.81,Delivery,B,+94707570563
Watermelon,Kandyan Fruits Ltd.,Matara,369.2,Delivery,C,+94796817632
Watermelon,Coconut Grove Farms,Jaffna,232.29,Courier,A,+94758117213
Jackfruit,Tropical Harvest Co.,Batticaloa,141.79,Delivery,B,+94778789877
Woodapple,Eastern Produce Co.,Colombo,471.67,Delivery,A,+94723964590
Woodapple,Farm Direct,Puttalam,370.68,Delivery,C,+94720023037
Woodapple,Tropical Harvest Co.,Kandy,407.52,Pickup,B,+94788136775
Ambarella,Harvest Moon,Trincomalee,143.32,Pickup,A,+94792959442
Ambarella,Golden Mango Traders,Negombo,484.54,Delivery,A,+94755562123
Orange,Eastern Produce Co.,Ratnapura,240.49,Delivery,B,+94727734690
Orange,Fresh Picks,Trincomalee,400.0,Delivery,B,+94733383633
Beli,Coconut Grove Farms,Colombo,197.95,Pickup,C,+94736484908
Ambarella,Golden Mango Traders,Badulla,432.78,Delivery,C,+94744992706
Ambarella,Hill Country Harvest,Badulla,297.58,Courier,C,+94736155957
Kiwi,Harvest Moon,Trincomalee,200.35,Pickup,B,+94766381423
Custard Apple,Exotic Fruits Lanka,Batticaloa,364.83,Delivery,C,+94771454345
Woodapple,Green Valley Orchards,Ratnapura,141.8,Courier,B,+94726891965
Guava,Sunripe Fruits,Negombo,80.86,Delivery,A,+94759068427
Guava,Tropical Harvest Co.,Badulla,486.44,Courier,B,+94731490003
Guava,Nature's Bounty,Kandy,314.48,Courier,B,+94786789802
Lemon,Island Fresh Produce,Kurunegala,130.15,Pickup,C,+94748997020
Lemon,Harvest Moon,Negombo,178.75,Delivery,C,+94723633968
Lemon,Kandyan Fruits Ltd.,Anuradhapura,162.65,Courier,C,+94748443350
Coconut,Sunripe Fruits,Badulla,340.01,Delivery,A,+94788213242
Coconut,Coconut Grove Farms,Kandy,357.47,Pickup,A,+94769498840
Coconut,Hill Country Harvest,Kurunegala,85.55,Pickup,C,+94796867315
Jackfruit,Harvest Moon,Kandy,148.07,Courier,A,+94761917560
Jackfruit,Farm Direct,Badulla,404.89,Delivery,C,+94745098639
Jackfruit,Sunripe Fruits,Trincomalee,485.19,Courier,A,+94755126732
Blueberry,Organic Lanka,Colombo,104.66,Pickup,A,+94753620094
Blueberry,Kandyan Fruits Ltd.,Badulla,222.47,Delivery,C,+94727438898
Blueberry,Nature's Bounty,Kandy,458.52,Delivery,A,+94789921633
Mango,Royal Fruit Exports,Negombo,61.48,Courier,C,+94788259680
Mango,Fresh Picks,Jaffna,360.19,Courier,B,+94767289249
Mango,Coconut Grove Farms,Jaffna,111.67,Courier,B,+94735108931
Orange,Royal Fruit Exports,Colombo,227.67,Pickup,A,+94791850161
Apple,Harvest Moon,Ratnapura,183.12,Courier,C,+94752887641
Pomegranate,Green Valley Orchards,Anuradhapura,352.61,Pickup,A,+94744780150
Pomegranate,Jaffna Agro Products,Batticaloa,398.81,Courier,A,+94748446115
Pomegranate,Farm Direct,Ratnapura,226.29,Pickup,B,+94709040982
Guava,Southern Fruits & Veggies,Galle,77.26,Pickup,B,+94759513925
Pear,Exotic Fruits Lanka,Colombo,165.58,Delivery,B,+94774319446
Pear,Island Fresh Produce,Kurunegala,120.45,Delivery,B,+94705712400
Pear,Kandyan Fruits Ltd.,Batticaloa,189.37,Pickup,A,+94728239651
Peach,Eastern Produce Co.,Trincomalee,313.08,Delivery,B,+94739936405
Peach,Southern Fruits & Veggies,Negombo,116.93,Pickup,A,+94710215326
Pineapple,Green Valley Orchards,Colombo,184.17,Delivery,A,+94797877681
Pineapple,Exotic Fruits Lanka,Trincomalee,285.28,Pickup,C,+94776847285
Pineapple,Nature's Bounty,Trincomalee,262.12,Pickup,A,+94738395949
Pineapple,Coconut Grove Farms,Kandy,73.89,Pickup,C,+94784795937
Peach,Organic Lanka,Jaffna,249.04,Courier,B,+94715134261
Peach,Fresh Picks,Badulla,85.34,Courier,B,+94749334763
Peach,Nature's Bounty,Matara,262.45,Pickup,B,+94724287633
Strawberry,Harvest Moon,Colombo,96.99,Delivery,C,+94753191984
Pomegranate,Spice Garden Exports,Anuradhapura,102.15,Courier,C,+94750507259
Pomegranate,Golden Mango Traders,Kandy,470.44,Pickup,B,+94747936813
Ambarella,Kandyan Fruits Ltd.,Trincomalee,74.55,Delivery,A,+94721595868
Ambarella,Eastern Produce Co.,Colombo,370.55,Pickup,C,+94790496606
Durian,Ceylon Fruit Suppliers,Ratnapura,118.18,Pickup,A,+94757786124
Durian,Coconut Grove Farms,Kandy,159.39,Pickup,C,+94742439718
Coconut,Green Valley Orchards,Kandy,200.13,Pickup,C,+94790172123
Coconut,Island Fresh Produce,Ratnapura,338.27,Courier,A,+94766170826
Plum,Sunripe Fruits,Galle,371.65,Courier,C,+94739873614
Plum,Ceylon Fruit Suppliers,Puttalam,290.32,Pickup,A,+94771461347
Kiwi,Organic Lanka,Anuradhapura,303.9,Courier,A,+94701273147
Kiwi,Exotic Fruits Lanka,Anuradhapura,177.78,Courier,A,+94780422632
Kiwi,Kandyan Fruits Ltd.,Jaffna,333.83,Courier,B,+94711096720
Rambutan,Organic Lanka,Badulla,233.52,Pickup,C,+94715752834
Rambutan,Royal Fruit Exports,Badulla,109.16,Delivery,B,+94760335140
Rambutan,Ceylon Fruit Suppliers,Trincomalee,264.96,Courier,C,+94701057501
Guava,Island Fresh Produce,Matara,229.82,Pickup,B,+94735377232
Guava,Ceylon Fruit Suppliers,Kurunegala,368.59,Courier,A,+94708205187
Watermelon,Nature's Bounty,Badulla,143.71,Pickup,B,+94798401001
Pomegranate,Nature's Bounty,Trincomalee,158.32,Courier,B,+94797666755
Pomegranate,Island Fresh Produce,Batticaloa,295.05,Pickup,B,+94765659751
Custard Apple,Golden Mango Traders,Badulla,336.46,Courier,B,+94736889479
Custard Apple,Ceylon Fruit Suppliers,Galle,232.42,Courier,B,+94779674080
Plum,Harvest Moon,Galle,306.93,Courier,C,+94779044589
Custard Apple,Organic Lanka,Jaffna,140.73,Pickup,C,+94707355079
Custard Apple,Spice Garden Exports,Matara,139.96,Delivery,B,+94721692356
Custard Apple,Sunripe Fruits,Jaffna,118.06,Delivery,A,+94700528598
Mangosteen,Royal Fruit Exports,Trincomalee,367.24,Pickup,B,+94754801423
Mangosteen,Harvest Moon,Batticaloa,464.77,Courier,B,+94779589297
Mangosteen,Jaffna Agro Products,Negombo,142.97,Delivery,C,+94763611408
Soursop,Green Valley Orchards,Puttalam,257.01,Courier,A,+94788828970
Soursop,Jaffna Agro Products,Batticaloa,123.24,Pickup,B,+94724685295
Mangosteen,Ceylon Fruit Suppliers,Negombo,141.66,Pickup,B,+94762945349
Durian,Sunripe Fruits,Kurunegala,213.79,Pickup,B,+94785315586
Durian,Green Valley Orchards,Trincomalee,101.7,Pickup,B,+94787657164
Durian,Coconut Grove Farms,Batticaloa,62.62,Delivery,C,+94709863743
Blueberry,Eastern Produce Co.,Matara,192.83,Courier,C,+94756332334
Watermelon,Harvest Moon,Kurunegala,227.47,Delivery,B,+94758331550
Ambarella,Royal Fruit Exports,Galle,246.49,Courier,B,+94754281598
Ambarella,Spice Garden Exports,Anuradhapura,180.79,Courier,C,+94731510817
