Fruit Type,Alternative Product,Location,Production Cost (LKR),Selling Price (LKR),Profit Margin (LKR),Profit Percentage,Raw Fruit Selling Price (LKR),Profit Advantage (LKR),Market Suitability
Peach,Chutney,Jaffna,116.2334766,185.0946198,68.86114321,59.24381272,125.3736068,-56.51246363,Export
Beli,Smoothie Mix,Galle,95.29249064,174.2356933,78.94320263,82.84304681,59.34281853,19.6003841,Export
Rambutan,Fruit Bars,Kurunegala,396.7717695,984.14255,587.3707805,148.0374426,121.8359706,465.5348099,Local & Online
Jackfruit,Fruit Snacks,Puttalam,114.1606949,249.9869998,135.8263049,118.9781693,140.0866725,-4.260367615,Local & Online
Watermelon,Nectar,Ratnapura,92.34020747,216.6156465,124.275439,134.5843186,129.4357314,-5.160292382,Local
Strawberry,Fruit Pizza,Ratnapura,259.3071635,612.5216591,353.2144956,136.214708,144.6536926,208.560803,Export & Online
Custard Apple,Flavored Yogurt,Ratnapura,206.9492758,454.9723904,248.0231147,119.8472977,168.7922053,79.23090938,Local & Online
Woodapple,Marmalade,Jaffna,423.6679562,579.5222708,155.8543146,36.78690172,148.6888427,7.165471921,Export & Online
Coconut,Flavored Yogurt,Badulla,330.4514585,731.0880338,400.6365752,121.2391608,71.03661398,329.5999612,Online
Grapes,Fruit-Filled Pastries,Jaffna,262.9308692,418.4830351,155.5521659,59.16086093,180.1783838,-24.62621793,Online
Lemon,Syrup,Kandy,370.2023395,610.5209459,240.3186063,64.91547477,35.58920155,204.7294048,Export
Apple,Fruit Puree,Jaffna,212.5174485,351.2184732,138.7010247,65.26571143,121.1365165,17.56450817,Export & Online
Jackfruit,Fruit Pizza,Batticaloa,492.802646,1096.943954,604.1413078,122.5929513,148.7186385,455.4226692,Local
Watermelon,Fermented Drink,Puttalam,449.9911983,844.4288318,394.4376335,87.65452191,41.79858664,352.6390469,Online
Ambarella,Nectar,Colombo,230.3374248,309.5412352,79.20381034,34.38599281,29.83246037,49.37134998,Local
Peach,Jam,Badulla,85.52925066,190.5775896,105.0483389,122.8215355,193.7898471,-88.74150812,Online
Papaya,Syrup,Batticaloa,225.9751209,329.7029574,103.7278366,45.90232597,98.8846757,4.843160878,Export & Online
Avocado,Canned Fruit,Kurunegala,99.20161237,184.8247947,85.62318231,86.31228895,51.13164695,34.49153537,Online
Jackfruit,Nectar,Jaffna,91.28116317,152.6136725,61.33250932,67.19076224,137.6804269,-76.34791758,Export
Peach,Juice,Colombo,303.0408054,684.9924425,381.9516371,126.039672,123.751808,258.1998291,Export
Plum,Chutney,Jaffna,273.5827867,370.5796157,96.99682898,35.45428795,47.57214812,49.42468086,Local & Online
Lemon,Nectar,Kandy,331.1323566,417.3979497,86.26559312,26.05169546,46.16681305,40.09878007,Export
Jackfruit,Essential Oil,Ratnapura,325.9451523,553.1915055,227.2463532,69.71920018,47.04777279,180.1985804,Local
Jackfruit,Fruit-Flavored Tea,Negombo,283.5054737,617.3977577,333.892284,117.7727822,28.29486159,305.5974224,Online
Custard Apple,Freeze-Dried Fruit,Trincomalee,456.059268,769.3029022,313.2436342,68.68485222,24.95772604,288.2859082,Local
Ambarella,Fruit Pizza,Colombo,243.6875667,451.3608147,207.6732479,85.22110944,146.1118537,61.56139419,Export & Online
Coconut,Fruit Extract,Matara,365.5213524,472.4324178,106.9110654,29.24892479,70.22308,36.68798544,Online
Strawberry,Vinegar,Anuradhapura,305.7295124,577.5534546,271.8239422,88.90994529,131.2514679,140.5724743,Export
Jackfruit,Fruit-Filled Pastries,Trincomalee,363.7366001,589.1971216,225.4605215,61.98455734,37.24599476,188.2145267,Export & Online
Pear,Essential Oil,Ratnapura,332.3747542,806.508227,474.1334728,142.6502666,111.5821134,362.5513594,Local & Online
Papaya,Fruit Butter,Kurunegala,461.8534715,972.116139,510.2626675,110.4815053,150.402078,359.8605895,Export
Coconut,Freeze-Dried Fruit,Negombo,340.7294972,730.202713,389.4732159,114.3056938,37.51169527,351.9615206,Local
Ambarella,Jam,Jaffna,284.2902766,637.205053,352.9147764,124.1388839,119.6003937,233.3143827,Export & Online
Banana,Sauce,Badulla,167.827967,247.1557644,79.32779737,47.26732902,80.36829412,-1.040496754,Local & Online
Custard Apple,Fruit-Flavored Tea,Matara,251.4850213,431.2438946,179.7588733,71.47895823,166.7257228,13.03315057,Local
Orange,Fruit Extract,Kurunegala,228.6932933,552.1871763,323.493883,141.4531569,129.2823731,194.2115099,Local
Durian,Fruit Snacks,Ratnapura,254.7353514,363.1794194,108.4440679,42.57126752,32.4296351,76.01443283,Local & Online
Kiwi,Fruit Pizza,Ratnapura,106.5296048,132.1568503,25.62724554,24.05645416,159.9008676,-134.273622,Export & Online
Pomegranate,Pulp,Negombo,151.0922664,262.0156724,110.923406,73.41435051,170.6091923,-59.68578626,Local & Online
Woodapple,Fruit Pizza,Galle,298.8097537,492.1906663,193.3809125,64.71706835,77.44568422,115.9352283,Local & Online
Woodapple,Frozen Dessert,Kandy,146.0130225,291.2577513,145.2447288,99.47381834,141.0823589,4.162369912,Local & Online
Plum,Fruit Salad Mix,Kandy,408.7249256,773.8725301,365.1476044,89.33822762,189.9332467,175.2143577,Export & Online
Papaya,Vinegar,Kurunegala,295.2341924,566.9366111,271.7024187,92.02945517,60.03479151,211.6676272,Export & Online
Soursop,Canned Fruit Cocktail,Galle,383.6941999,618.7048747,235.0106748,61.24947285,46.57725703,188.4334178,Export
Kiwi,Flavored Yogurt,Anuradhapura,214.479054,379.7666712,165.2876172,77.06468957,74.54072759,90.74688957,Local & Online
Guava,Frozen Dessert,Batticaloa,66.49730218,161.6319832,95.13468105,143.0654747,113.5609159,-18.42623485,Local & Online
Strawberry,Fruit Salad Mix,Ratnapura,78.31524201,160.5802146,82.26497261,105.0433741,122.3797547,-40.11478214,Export & Online
Custard Apple,Frozen Dessert,Ratnapura,326.7219176,755.2169107,428.4949931,131.1497546,65.011767,363.4832261,Online
Plum,Fruit Butter,Ratnapura,364.2886419,542.074461,177.7858191,48.80355812,151.3596882,26.42613086,Local & Online
Lemon,Fruit Pizza,Puttalam,279.1469658,641.2782304,362.1312647,129.7278169,52.14138821,309.9898765,Export & Online
Banana,Vinegar,Ratnapura,149.4615695,261.290818,111.8292484,74.82140646,172.5245523,-60.69530389,Export
Papaya,Fruit Snacks,Badulla,228.6380092,386.7907523,158.152743,69.17167602,157.1633488,0.989394194,Local
Mango,Fruit Candy,Anuradhapura,424.0892878,786.7898748,362.7005869,85.52458111,99.22474999,263.475837,Local
Plum,Jelly,Colombo,119.4689971,190.8295659,71.36056881,59.7314538,57.78339095,13.57717786,Online
Lychee,Fruit Concentrate,Trincomalee,309.3541871,610.0733986,300.7192114,97.20870896,186.9666533,113.7525581,Export & Online
Pomegranate,Jelly,Matara,179.6452261,327.2933305,147.6481044,82.18871587,180.0318186,-32.38371419,Local & Online
Guava,Fruit Salad Mix,Galle,355.3925405,477.4914631,122.0989226,34.35607356,49.10136756,72.99755507,Online
Cherry,Fruit Topping,Jaffna,375.242135,563.9368628,188.6947278,50.28612467,181.3934887,7.301239126,Export & Online
Guava,Fruit Extract,Badulla,370.4104519,455.9562387,85.54578683,23.09486312,149.0201031,-63.47431632,Export
Blueberry,Compote,Anuradhapura,82.36018909,165.0717932,82.7116041,100.4266807,174.7751259,-92.06352179,Local & Online
Woodapple,Fruit-Flavored Tea,Negombo,188.8425619,389.9293683,201.0868064,106.4838373,20.40760645,180.6791999,Local & Online
Orange,Vinegar,Ratnapura,109.3326058,248.5007073,139.1681015,127.2887448,147.6421712,-8.474069691,Export & Online
